"","score","text"
"692",1,"  <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>

kennedycenterhonors kennedycenter trump "
"693",0,"rt donnawr8 <U+2620><U+FE0F>kkk founder   dnc delegate

put    pipe  smoke it<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E64> 

trump maga charlottesville 
…"
"694",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"695",0,"    lesgartcpa 
 thought trump  deports  bad guys "
"696",2,"maga americafirst patriot trump istandwithtrump us gdp hits tecord 19 trillion "
"697",2,"rt samstein ann coulter  ticked    “emperor god” donald trump  via thelloydegrove
bannon trump"
"698",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"699",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"700",1,"rt unpersuaded112  name  dixie im  11year old bug chasing sweetheart  needs  home please rt  far  wide  trump …"
"701",-1,"breaking911 notice   conservative    trump supporters getting arrested amp fighting police damn… "
"702",2," may want trump  thats fine   loons arent getting  dem  president    earn "
"703",3,"rt usmcliberal foxnews  yet fauxnews seems perfectly fine  people getting  flags taken  assaulted  trump rallies"
"704",0,"rt daarjeeling quand hollande et juppé sinquiétaient  à juste titre  du danger que représente trump le visionnaire melenchon nétai…"
"705",1,"rt indivisiblelist quitthecouncil heres  doc  phone numbers emails twitter amp fb links  trump evangelical council members h…"
"706",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"707",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"708",1,"hillaryclinton   cant beat trump  can  beat kaiserscoopy"
"709",1,"rt janieonpolitics trumprussia  still   big picture    big story donaldtrump donjr trump russiancollusion followt…"
"710",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"711",0,"vintage god bless welfare check plate kitschy funny trump edgy retro offensive  "
"712",5,"rt xaron4 mittromney dinner w trump looked like u  ready 2 work 4  sought  birthers endorsement 2012 amp listened 2  201…"
"713",1,"rt perfectsliders   trump  today  infrastructure antifa nazi"
"714",0,"cnn calls antifa violent    tcot tlot p2 pjnet trump bostonfreespeech 2a antifa freespeechrally"
"715",3,"creating jobs will improve race relations wtf go away already trump trump potus uglyjoke"
"716",1,"makeamericawhiteagain trumpcommunity makeamericafirstagain trump "
"717",-2,"hegemonic resistance slogan now  trumpno kkkno fascist usa endorsed  taxwallstreetparty protest … "
"718",-2,"rt mhrmi cnn covers poland venezuela protests ignores huge macedonia protests  defence   name amp ethnicity fakenews trump…"
"719",-1,"rt weeklyhumorist stevebannon  gonna miss     going  miss    johnnywright711 trump stories …"
"720",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"721",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"722",2,"voor trump zijn vijanden gaat niks te ver amerika mag ten onder gaan als ze maar van trump af zijn "
"723",0,"rt agendaofevil michael savage vs jew lib caller  trump muslim ban "
"724",0,"rt adilnajam trumps thinking  campdavid 
 stop  militaryaid  pakistan<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E30>
b make afghanistan<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62> repay
costs  war via…"
"725",1," trump forgot hes    apprentice now yourfired "
"726",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"727",0,"vestigeslcri dbfunky  foxnews eagerly laps  false coverage  distributes   gullible swillswallowin… "
"728",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"729",1,"rt swtnvmbrrr trump 
herkesi birer birer kovuyorsanirim tablodaki kaldi<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35> "
"730",0,"rt talbertswan  guys timeline  full  obama bashing  hes demanding prayer  forgiveness  trump doublestandard …"
"731",0,"rt donnawr8 <U+2620><U+FE0F>kkk founder   dnc delegate

put    pipe  smoke it<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E64> 

trump maga charlottesville 
…"
"732",0,"rt donnawr8 <U+2620><U+FE0F>kkk founder   dnc delegate

put    pipe  smoke it<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E64> 

trump maga charlottesville 
…"
"733",1,"yavasnoticias presidencia de trump está acabada bannon  "
"734",0,"piersmorgan  westindies wickets  falling quicker  trump can sack  staff
firsttestmatch england pinkball <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>"
"735",0,"rt newsyvideos  kennedy center honorees pledged  boycott  trump canceled  traditional white house reception …"
"736",0,"rt jeffreyguterman   heap  crap trump promised   take care  china trumplies corruption "
"737",-2,"awesome    choice  news  watch along wmost  america  r sick amp tired  fake msm spewing… "
"738",-2,"hegemonic resistance slogan now  trumpno kkkno fascist usa endorsed  taxwallstreetparty protest wash… "
"739",2,"realdonaldtrump breitbartnews trump  winning   possible emoluments charges   president ever maga crewcrew"
"740",0,"wsj trump   actions amp rhetoric  ignited  fire  white supremacy  warped goal   destroy  america  love"
"741",0," one  working harder  turn  country around  8 years  corrupt obama amp  cohorts  trump needs… "
"742",0,"sethabramson demresistance trump   hell  georgesoros affording  "
"743",0,"rt sevenstarnews steve bannon returned  executive chairman  breitbart news amp says hes going  war  trumps opponents trump…"
"744",1,"duke university surrenders  terrorists removes robert e lee statue  freespeech trump maga"
"745",1,"rt tgla7  charlottesville consiglio cultura casabianca lascia   membri si dimettono e condannano retorica dellodio di trump"
"746",2," predicted — washington swamp worried trump won’t spend enough money …  freespeech trump maga"
"747",1," hope steve bannon builds  tv channel  replace fox news maga trump americafirst <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38>"
"748",-1,"europe must wake   clash  civilizations polish minister  catalonia attacks  freespeech trump maga"
"749",-1,"trump’s arts  humanities council resigned   letter  spells  resist — quartz "
"750",0,"lordsugar  westindies wickets  falling quicker  trump can sack  staff
firsttestmatch england pinkball <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>"
"751",2,"rt donnawr8     editor  chief  breitbart news today interesting

im ready  will fight  usa

trump trump m…"
"752",1,"google replaces “american inventors”  almost entirely black list nicola tesla pushed b  freespeech trump maga"
"753",2,"maga americafirst trump45 trumptrain trump "
"754",2,"rt perfectsliders trump  always terrific   able  leave  washington swamp  spend time   truly hardworking people…"
"755",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"756",2,"  thought  2nd amendment wasnt important today wait  tomorrow  freespeech trump maga"
"757",0,"rt talbertswan  guys timeline  full  obama bashing  hes demanding prayer  forgiveness  trump doublestandard …"
"758",1,"rt djbratpack jimmyfallon sethmeyers trump confederate "
"759",0," news today trump godblessamerica  shit mazandaran iran "
"760",2,"newsweek  mean like newnazi trump "
"761",1," followed people  instagram ’nt include  political leader  freespeech trump maga"
"762",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"763",2," appropriate trump "
"764",1,"rt jackjoh32194903 isis parade  boston ma <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>bostonresist freespeechrally bostonrally freespeech therebel benshapiro trump …"
"765",0,"rt satiristas naomiklein  worst  yet  come  trump   must  ready  shock politics democracynow amygoodman
…"
"766",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"767",0,"101greatgoals  westindies wickets  falling quicker  trump can sack  staff
firsttestmatch england pinkball <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>"
"768",0,"rt ettalkshow markdice agreed  bannon  back trumps attack dog unleashed  
 …
bannon trump maga deplorab…"
"769",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"770",2,"rt jbtw645 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38> maga stevebannon <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>ive got  hands back   weapons<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>now  position  help trump  effectively  watch  …"
"771",1,"fired stevebannon declares trump ’s presidency 

blacklivesmatter whitehouse donaldtrump charlottesviille

"
"772",0,"time  bankrupt  fake news terrorists like cnn     trump maga "
"773",1,"trump   business man   politician "
"774",1,"rt trashpanda2017  bannon amp bbart  going thermonuculear  trump now  hes ousted

finishhim  one 

manip c…"
"775",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"776",1,"kbeccaandrews   working class amp  person  color  rural unitedstates  trump era  … via motherjones"
"777",-1,"rt brianpaulstuart  can stand   racist bigot realdonaldtrump  follow  path  heyerground walked   american trumps…"
"778",2,"soapnutz2     patriot  dont deserve   included    people cause  kind  anti american done  u trump"
"779",-1,"rt jaclopac trumps administration  determined 2 roll back regulations amp open public land  private industry gop impeach …"
"780",1,"rt thomasb00001 trump  unhinged 25thamendmentnow   quite  segment  cnn  will  shared far  wide …"
"781",1,"fellow gop please complete amp return  trump agenda survey  gop chair gopchairwoman asap    … "
"782",3,"rt usmcliberal foxnews  yet fauxnews seems perfectly fine  people getting  flags taken  assaulted  trump rallies"
"783",0,"garylineker bbcone  westindies wickets  falling quicker  trump can sack  staff
firsttestmatch england pinkball <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>"
"784",0,"rt jeffreyguterman trump administration  pushing sheriffs  keep illegal immigrants  jail longer   constitutionally allowed h…"
"785",1," putin hacks trump wins "
"786",1,"potus  hold protrump rallies   street like  altleft instead  auditoriums   media helicopters can show huge crowds"
"787",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"788",0,"  trump wants  media  attack    time   freespeechrally  presidency  now  wrestling match"
"789",1," just found  im  racist bigot bc  support trump y didnt any1 tell   mean  michael moore n  left say    must b true"
"790",-2,"breaking bannon issues shock trump statement ’s war "
"791",0,"rt cryptomob time  get serious people  convert  racist dollars  btc  send    disposal please maga trump altright…"
"792",0,"rt zenithupwards looks like trump drained  swamp   alone filled gone flynn spicer priebus bannon chaos gop dts pot…"
"793",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"794",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"795",0,"nachdenkseiten rtdeutsch andrejhunko desputnik alexandersneu jungewelt atomkrieg ist machbar

uspräsident… "
"796",2,"rt immigrant4trump realdonaldtrump  voted  trump maga trump "
"797",0,"  heap  crap trump promised   take care  china trumplies corruption "
"798",1,"rt agendaofevil trump  ‘cut  military aid  pakistan’ thinks us   ‘ripped ’ "
"799",1," latest  candace stowers daily  thanks  rmuse kat4obama p2 trump"
"800",-1,"rt aldosterone111 londres la gauche utilise gay comme insulte trump  gay  insult "
"801",0,"university duo charged  murder  extradited  chicago   news politics clinton trump follow"
"802",0,"rt balleralert now  know   crazy   church  satan doesnt want   associated  trump "
"803",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"804",1,"realdonaldtrump breitbartnews trump amp nazi breitbart "
"805",0,"rt jeffreyguterman trump   fake     charlatans   socalled evangelical advisory board "
"806",1,"rt nyinvesting dems  rino gop  created atmosphere   made  open season  cops hold  responsible leo trump teapa…"
"807",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"808",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"809",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"810",-3,"harlan will  lightweight lowlife liberal loser loons   left condemn  violet behavior   radical … "
"811",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"812",-2,"rt dabeard  prisoners die scandals arent stopping  secretive 5 billion private prison industry booming  trump …"
"813",0,"charlottesville  trump’s response reshape virginia gubernatorial race president  "
"814",-2,"rt havabatia  fiend behind   unrest   country working   democrats amp republicans  destroy america trump …"
"815",2,"rt janransom  trump supporter  another man  friendly debate  hate speech bostonfreespeechrally boston …"
"816",1,"rt damomac trump 

 dimitris hantzopoulos kathimerinigr "
"817",1,"trump "
"818",2,"rt deplorablehunk mr trump  100 correct  ericsuper5 ericbolling erniehhi eratc donvito08 thedonaldnews donwulfy718 ukdona…"
"819",0,"difference  trump   coward "
"820",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"821",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"822",1,"rt jellesimons   twitler     
trump bostonresists "
"823",1,"charlottesville  stop removing monuments
news liberals trump charlottesville nazi kkk "
"824",-1,"rt jaclopac trumps administration  determined 2 roll back regulations amp open public land  private industry gop impeach …"
"825",1,"trump  charlottesville  little  late "
"826",2,"rt truthfeednews trump reacts  six cops shot  1 day  via truthfeednews  maga trumptrain trump"
"827",3,"foxnews  yet fauxnews seems perfectly fine  people getting  flags taken  assaulted  trump rallies"
"828",0,"hey normangoldman heres  nice summary  recent trump craziness indivisible resistance vote2018 russiagate  "
"829",0,"rt dashannestokes   love  country defend    bigotry  cripples  nation

fightsupremacy resist trump maga"
"830",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"831",0," latest president trump time  declare  national emergency   opioidcrisis  fredmenachem via pbpost "
"832",2,"rt deplorablehunk mr trump  100 correct  ericsuper5 ericbolling erniehhi eratc donvito08 thedonaldnews donwulfy718 ukdona…"
"833",1,"rt perfectsliders   trump  today  infrastructure antifa nazi"
"834",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"835",1,"rt truthfeednews look  hillary  still giving huma  via truthfeednews  maga trumptrain trump"
"836",0,"rubysayzz potus  really sad  bannon  resigned hope trump lives long enough  knuckled … "
"837",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"838",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"839",-2,"cnnpolitics problems continued   one fired   main problem  still prestrump "
"840",0," guys timeline  full  obama bashing  hes demanding prayer  forgiveness  trump doublestandard "
"841",0,"rt adilnajam trumps thinking  campdavid 
 stop  militaryaid  pakistan<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E30>
b make afghanistan<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62> repay
costs  war via…"
"842",0," asses move  russia   will  welcomed   leader trump  crossed state lines  kill virgi… "
"843",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"844",0,"rt andyostroy trumps true face awesome   german magazine calls  hate   hater  way  trump "
"845",3,"rt perfectsliders trump  infrastructure will    best   world  used    greatest infrastructure anywhere …"
"846",2,"mooi inkijkje  hoe het zo  gekomen cnn trump  

trump   boy   bubble "
"847",1,"rt angeloinlisbon   rate trump will run   people  will start advertising  job centers 
stevebannon potus"
"848",0,"rt adilnajam trumps thinking  campdavid 
 stop  militaryaid  pakistan<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E30>
b make afghanistan<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62> repay
costs  war via…"
"849",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"850",2,"rt adilnajam trump amp team heading  campdavid
 discuss southasia
ie afghanistan  pakistan
expect  good  come  
may…"
"851",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"852",2,"speakerryan today   good day  start  impeachment   pass legislation preventing trump  pardoning anyone trumprussia"
"853",0,"rt blazermuc munich münchen
 let  drink  piss
01604365196

fcbb 
tsv1860 
fcbayern

erdogan trump
türkei …"
"854",0,"fightsupremacy trump thinks   man come   home   noose  lynch     shoot     racist mofo please"
"855",1,"aktuelles spiegelcover nicht schlecht trump charlotteville saynotoracism "
"856",-3," left  afraid  trump will maga  shows obamas 8 yrs amp  liberals platform  wrong sad tho ppl  trying  destroy"
"857",1," january president trump vowed  hire 5000 new border patrol agents  never happened "
"858",1,"paulinehanson  damn good  need  ppl like   islam sharia auspol brexit… "
"859",3,"antichoice groups praise trump   silent  charlottesville updated  rewire 
trumpsamerica"
"860",1,"rt spdde klare haltung von heikomaas <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61> vicegermany  trump charlottesville "
"861",1,"rt andrewmckeown3   trust  man  eats kfc   knife  fork  trump kfc "
"862",0,"rt knp2bp thanks mittromney marcorubio senatemajldr speakerryan 

 trump lies amp silence abt antifa  charlottesville amp rallies…"
"863",1,"rt dreuz1fo effet trump  le nombre hebdomadaire de chômeurs vient de baisser à son plus bas point depuis mars 1973"
"864",1,"rt cornellwbrooks   congressional declaration  one side    many sides    moral plane  pres trump  theh…"
"865",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"866",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"867",1,"rt 614swat donald trump stares  man  kkk shirt  country  going  hell

trump <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38> "
"868",1,"prensalatinacu agradecen  trump decisión de ausentarse  premios de centro kennedy … "
"869",1,"prensalatinacu “agradecen  trump decisión de ausentarse  premios de centro kennedy… "
"870",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"871",1,"rt sifucorp  think    mma matches  trump supporters amp  antifa trolls use  pay preview   take care  …"
"872",-1,"rt realdlhughley  u mad  kd  saying  wont go   whitehouse   mad  trump   going 2 heatherheyers services…"
"873",1,"rt drmartyfox bannon understands  globalist opposition   trump agenda

 may   effective outside  whitehouse  …"
"874",1,"rt unpersuaded112  name  dixie im  11year old bug chasing sweetheart  needs  home please rt  far  wide  trump …"
"875",3,"rt bfraser747  1999 jessejackson praised trump   lifetime  helping africanamerican communities     donald trump ha…"
"876",4,"trump supporters openly support potus trump  makeamericagreatagain reequip amp rebuild  military amp make… "
"877",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"878",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"879",2,"rt todropadime2 hey nazi trump 
20000  20 
youre  winning "
"880",0,"rt unpersuaded112 mr trump realdonaldtrump everything  said      campaign  little people  apparently  lie ht…"
"881",2,"rt ussanews video police seize trump supporter peaceably holding flags  berated  antifa  "
"882",0,"rt realjameswoods  trump   disengage   biased press  press  eventually   able  judge  actions  t…"
"883",0,"rt lmedfisch bannon   villain   terrible superhero movie bannonunleashed bannon bannonout trump resist"
"884",0,"rife rumour  washington press circles  trump  preparing  resign providing vp pence provides executive cl… "
"885",0,"carrying hate   hearts  exhausting   body  mind give   thought altright nazi kkk whitesupremacy trump"
"886",2,"rt repcohen  comments  charlottesville  ill  introducing articles  impeachment  trump  good nazis  klansmen…"
"887",1,"trump dobbiamo sparare ai musulmani con proiettili intinti  sangue di maiale ok comincia  bucarti il dito"
"888",2,"rt jbucknoff steve mnuchins yale class wants   resign   counting      right thing  trump racism
…"
"889",0,"rt adilnajam trumps thinking  campdavid 
 stop  militaryaid  pakistan<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E30>
b make afghanistan<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62> repay
costs  war via…"
